('40.071381', '-105.22978')
('40.070755', '-105.22988')
('40.070755', '-105.22988')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22987')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22986')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22985')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22984')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22983')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22982')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22981')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22980')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22979')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22978')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22977')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22976')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22975')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22974')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22973')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22972')
('40.070755', '-105.22971')
('40.070755', '-105.22971')
('40.070755', '-105.22971')
('40.070755', '-105.22971')
('40.070755', '-105.22971')
('40.070765', '-105.22971')
('40.070766', '-105.22971')
('40.070767', '-105.22971')
('40.070768', '-105.22971')
('40.070769', '-105.22971')
('40.070770', '-105.22971')
('40.070771', '-105.22971')
('40.070772', '-105.22971')
('40.070773', '-105.22971')
('40.070774', '-105.22971')
('40.070775', '-105.22971')
('40.070776', '-105.22971')
('40.070777', '-105.22971')
('40.070778', '-105.22971')
('40.070779', '-105.22971')
('40.070780', '-105.22971')
('40.070781', '-105.22971')
('40.070782', '-105.22971')
('40.070783', '-105.22971')
('40.070784', '-105.22971')
('40.070785', '-105.22971')
('40.070786', '-105.22971')
('40.070787', '-105.22971')
('40.070788', '-105.22971')
('40.070789', '-105.22971')
('40.070790', '-105.22971')
('40.070791', '-105.22971')
('40.070792', '-105.22971')
('40.070793', '-105.22971')
('40.070794', '-105.22971')
('40.070795', '-105.22971')
('40.070796', '-105.22971')
('40.070797', '-105.22971')
('40.070798', '-105.22971')
('40.070799', '-105.22971')
('40.070800', '-105.22971')
('40.070801', '-105.22971')
('40.070802', '-105.22971')
('40.070803', '-105.22971')
('40.070804', '-105.22971')
('40.070805', '-105.22971')
('40.070806', '-105.22971')
('40.070807', '-105.22971')
('40.070808', '-105.22971')
('40.070809', '-105.22971')
('40.070810', '-105.22971')
('40.070811', '-105.22971')
('40.070812', '-105.22971')
('40.070813', '-105.22971')
('40.070814', '-105.22971')
('40.070815', '-105.22971')
('40.070816', '-105.22971')
('40.070817', '-105.22971')
('40.070818', '-105.22971')
('40.070819', '-105.22971')
('40.070820', '-105.22971')
('40.070821', '-105.22971')
('40.070822', '-105.22971')
('40.070823', '-105.22971')
('40.070824', '-105.22971')
('40.070825', '-105.22971')
('40.070826', '-105.22971')
('40.070827', '-105.22971')
('40.070828', '-105.22971')
('40.070829', '-105.22971')
('40.070830', '-105.22971')
('40.070831', '-105.22971')
('40.070832', '-105.22971')
('40.070833', '-105.22971')
('40.070834', '-105.22971')
('40.070835', '-105.22971')
('40.070836', '-105.22971')
('40.070837', '-105.22971')
('40.070838', '-105.22971')
('40.070839', '-105.22971')
('40.070840', '-105.22971')
('40.070841', '-105.22971')
('40.070842', '-105.22971')
('40.070843', '-105.22971')
('40.070844', '-105.22971')
('40.070845', '-105.22971')
('40.070846', '-105.22971')
('40.070847', '-105.22971')
('40.070848', '-105.22971')
('40.070849', '-105.22971')
('40.070850', '-105.22971')
('40.070851', '-105.22971')
('40.070852', '-105.22971')
('40.070853', '-105.22971')
('40.070854', '-105.22971')
('40.070855', '-105.22971')
('40.070856', '-105.22971')
('40.070857', '-105.22971')
('40.070858', '-105.22971')
('40.070859', '-105.22971')
('40.070860', '-105.22971')
('40.070861', '-105.22971')
('40.070862', '-105.22971')
('40.070863', '-105.22971')
('40.070864', '-105.22971')
('40.070865', '-105.22971')
('40.070866', '-105.22971')
('40.070867', '-105.22971')
('40.070868', '-105.22971')
('40.070869', '-105.22971')
('40.070870', '-105.22971')
('40.070871', '-105.22971')
('40.070872', '-105.22971')
('40.070873', '-105.22971')
('40.070874', '-105.22971')
('40.070875', '-105.22971')
('40.070876', '-105.22971')
('40.070877', '-105.22971')
('40.070878', '-105.22971')
('40.070879', '-105.22971')
('40.070880', '-105.22971')
('40.070881', '-105.22971')
('40.070882', '-105.22971')
('40.070883', '-105.22971')
('40.070884', '-105.22971')
('40.070885', '-105.22971')
('40.070886', '-105.22971')
('40.070887', '-105.22971')
('40.070888', '-105.22971')
('40.070889', '-105.22971')
('40.070890', '-105.22971')
('40.070891', '-105.22971')
('40.070892', '-105.22971')
('40.070893', '-105.22971')
('40.070894', '-105.22971')
('40.070895', '-105.22971')
('40.070896', '-105.22971')
('40.070897', '-105.22971')
('40.070898', '-105.22971')
('40.070899', '-105.22971')
('40.070900', '-105.22971')
('40.070901', '-105.22971')
('40.070902', '-105.22971')
('40.070903', '-105.22971')
('40.070904', '-105.22971')
('40.070905', '-105.22971')
('40.070906', '-105.22971')
('40.070907', '-105.22971')
('40.070908', '-105.22971')
('40.070909', '-105.22971')
('40.070910', '-105.22971')
('40.070911', '-105.22971')
('40.070912', '-105.22971')
('40.070913', '-105.22971')
('40.070914', '-105.22971')
('40.070915', '-105.22971')
('40.070916', '-105.22971')
('40.070917', '-105.22971')
('40.070918', '-105.22971')
('40.070919', '-105.22971')
('40.070920', '-105.22971')
('40.070921', '-105.22971')
('40.070922', '-105.22971')
('40.070923', '-105.22971')
('40.070924', '-105.22971')
('40.070925', '-105.22971')
('40.070926', '-105.22971')
('40.070927', '-105.22971')
('40.070928', '-105.22971')
('40.070929', '-105.22971')
('40.070930', '-105.22971')
('40.070931', '-105.22971')
('40.070932', '-105.22971')
('40.070933', '-105.22971')
('40.070934', '-105.22971')
('40.070935', '-105.22971')
('40.070936', '-105.22971')
('40.070937', '-105.22971')
('40.070938', '-105.22971')
('40.070939', '-105.22971')
('40.070940', '-105.22971')
('40.070941', '-105.22971')
('40.070942', '-105.22971')
('40.070943', '-105.22971')
('40.070944', '-105.22971')
('40.070945', '-105.22971')
('40.070946', '-105.22971')
('40.070947', '-105.22971')
('40.070948', '-105.22971')
('40.070949', '-105.22971')
('40.070950', '-105.22971')
('40.070951', '-105.22971')
('40.070952', '-105.22971')
('40.070953', '-105.22971')
('40.070954', '-105.22971')
('40.070955', '-105.22971')
('40.070956', '-105.22971')
('40.070957', '-105.22971')
('40.070958', '-105.22971')
('40.070959', '-105.22971')
('40.070960', '-105.22971')
('40.070961', '-105.22971')
('40.070962', '-105.22971')
('40.070963', '-105.22971')
('40.070964', '-105.22971')
('40.070965', '-105.22971')
('40.070966', '-105.22971')
('40.070967', '-105.22971')
('40.070968', '-105.22971')
('40.070969', '-105.22971')
('40.070970', '-105.22971')
('40.070971', '-105.22971')
('40.070972', '-105.22971')
('40.070973', '-105.22971')
('40.070974', '-105.22971')
('40.070975', '-105.22971')
('40.070976', '-105.22971')
('40.070977', '-105.22971')
('40.070978', '-105.22971')
('40.070979', '-105.22971')
('40.070980', '-105.22971')
('40.070981', '-105.22971')
('40.070982', '-105.22971')
('40.070983', '-105.22971')
('40.070984', '-105.22971')
('40.070985', '-105.22971')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22970')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22969')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22968')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22967')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22966')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22965')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22964')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22963')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22962')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22961')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22960')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22959')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22958')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22957')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22956')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22955')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22954')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22953')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22952')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22951')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22950')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22949')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22948')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22947')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22946')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22945')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22944')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22943')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22942')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22941')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22940')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22939')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22938')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22937')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22936')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22935')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22934')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22933')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22932')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22931')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22930')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22929')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22928')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22927')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22926')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22925')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22924')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22923')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22922')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22921')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22920')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22919')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070976', '-105.22918')
('40.070986', '-105.22919')
('40.070987', '-105.22919')
('40.070988', '-105.22919')
('40.070989', '-105.22919')
('40.070990', '-105.22919')
('40.070991', '-105.22919')
('40.070992', '-105.22919')
('40.070993', '-105.22919')
('40.070994', '-105.22919')
('40.070995', '-105.22919')
('40.070996', '-105.22919')
('40.070997', '-105.22919')
('40.070998', '-105.22919')
('40.070999', '-105.22919')
('40.071000', '-105.22919')
('40.071001', '-105.22919')
('40.071002', '-105.22919')
('40.071003', '-105.22919')
('40.071004', '-105.22919')
('40.071005', '-105.22919')
('40.071006', '-105.22919')
('40.071007', '-105.22919')
('40.071008', '-105.22919')
('40.071009', '-105.22919')
('40.071010', '-105.22919')
('40.071011', '-105.22919')
('40.071012', '-105.22919')
('40.071013', '-105.22919')
('40.071014', '-105.22919')
('40.071015', '-105.22919')
('40.071016', '-105.22919')
('40.071017', '-105.22919')
('40.071018', '-105.22919')
('40.071019', '-105.22919')
('40.071020', '-105.22919')
('40.071021', '-105.22919')
('40.071022', '-105.22919')
('40.071023', '-105.22919')
('40.071024', '-105.22919')
('40.071025', '-105.22919')
('40.071026', '-105.22919')
('40.071027', '-105.22919')
('40.071028', '-105.22919')
('40.071029', '-105.22919')
('40.071030', '-105.22919')
('40.071031', '-105.22919')
('40.071032', '-105.22919')
('40.071033', '-105.22919')
('40.071034', '-105.22919')
('40.071035', '-105.22919')
('40.071036', '-105.22919')
('40.071037', '-105.22919')
('40.071038', '-105.22919')
('40.071039', '-105.22919')
('40.071040', '-105.22919')
('40.071041', '-105.22919')
('40.071042', '-105.22919')
('40.071043', '-105.22919')
('40.071044', '-105.22919')
('40.071045', '-105.22919')
('40.071046', '-105.22919')
('40.071047', '-105.22919')
('40.071048', '-105.22919')
('40.071049', '-105.22919')
('40.071050', '-105.22919')
('40.071051', '-105.22919')
('40.071052', '-105.22919')
('40.071053', '-105.22919')
('40.071054', '-105.22919')
('40.071055', '-105.22919')
('40.071056', '-105.22919')
('40.071057', '-105.22919')
('40.071058', '-105.22919')
('40.071059', '-105.22919')
('40.071060', '-105.22919')
('40.071061', '-105.22919')
('40.071062', '-105.22919')
('40.071063', '-105.22919')
('40.071064', '-105.22919')
('40.071065', '-105.22919')
('40.071066', '-105.22919')
('40.071067', '-105.22919')
('40.071068', '-105.22919')
('40.071069', '-105.22919')
('40.071070', '-105.22919')
